Flight ID,Flight Date,Departure Time,Arrival Time,Origin Airport,Destination Airport,Airline,Aircraft Type,Flight Duration,Distance,Revenue,Fuel Cost,Crew Cost,Flight Delay (hours)
740,2021-10-14,10:57:01,13:45:45,South Chelsea,Port Thomastown,United Airlines,Boeing 737,2.66,1739.68,48900.72,6346.77,4760.78,0.0
741,2020-05-14,03:48:14,15:04:11,Morganmouth,East Robert,Southwest,Airbus A320,2.59,582.68,31483.47,9135.37,1055.94,0.0
742,2025-01-25,03:34:35,03:43:10,Ericfurt,South Robert,American Airlines,Airbus A380,3.87,2618.81,10080.83,5227.14,2699.45,0.88
743,2022-08-16,14:53:46,22:03:26,New Austintown,Newmanhaven,Delta,Airbus A380,6.6,2702.14,10807.86,1968.75,3625.55,0.0
744,2023-08-08,19:45:20,18:03:41,New Justinton,Lake Tarafurt,Southwest,Boeing 737,4.07,2435.29,12780.33,9879.89,3381.17,0.79
745,2023-09-10,17:02:41,16:09:45,West Josephmouth,Lake Ashleystad,JetBlue,Boeing 737,1.74,2065.2,49459.18,7556.58,3625.87,1.78
746,2023-01-09,13:29:53,10:59:41,North Lynnberg,Danielchester,JetBlue,Boeing 777,11.47,2734.25,31495.83,9537.39,4746.36,0.0
747,2024-01-20,23:41:10,22:10:40,Port Michaelshire,Port Jenniferton,Southwest,Airbus A380,10.76,1481.89,30265.32,9844.88,1719.98,0.0
748,2024-04-25,20:45:46,22:57:27,Crystalport,New Rebecca,JetBlue,Boeing 737,3.95,1342.31,14801.92,7550.39,1288.79,3.91
749,2022-09-26,20:51:28,08:18:26,Richardsonshire,New Aaron,JetBlue,Boeing 737,5.66,1067.85,25843.42,6198.03,2977.67,3.16
750,2023-04-17,13:26:01,01:33:34,East Tammy,North Juliehaven,American Airlines,Airbus A320,3.32,2975.93,32559.73,1373.86,2677.36,0.79
751,2023-12-04,15:32:40,18:28:19,South Tinaburgh,West Christopherberg,United Airlines,Boeing 777,5.1,1337.34,5288.37,6326.56,1915.29,0.0
752,2020-04-05,03:06:39,23:50:35,East Davidberg,North Kendra,United Airlines,Boeing 737,3.23,2021.55,7649.94,6798.19,1092.5,2.39
753,2020-01-10,10:24:34,19:54:40,Justinchester,Lake Nicole,JetBlue,Boeing 777,5.46,2460.68,12159.01,3186.48,1615.53,0.0
754,2021-07-01,01:41:11,06:01:28,Alexisbury,East Joestad,Southwest,Airbus A320,2.09,1998.1,14256.16,530.41,3243.6,0.0
755,2024-02-04,15:44:54,23:54:47,South Crystalmouth,Jamesside,United Airlines,Boeing 737,2.29,2345.05,5215.57,1874.69,3170.93,2.83
756,2021-11-15,08:11:35,13:45:59,West Scottburgh,East Leslieview,Southwest,Airbus A320,3.56,2676.32,39667.2,2594.96,2122.64,0.0
757,2023-09-21,00:48:46,14:52:00,Huffmanstad,North Patricialand,Southwest,Boeing 737,5.13,1097.19,36645.13,9583.93,3944.3,0.0
758,2020-03-19,20:29:38,14:34:01,Michealport,New Elizabethmouth,United Airlines,Airbus A320,9.98,2594.58,25801.56,7196.04,3450.48,3.41
759,2025-04-01,22:53:50,09:26:59,Edwardfort,Smithfurt,Southwest,Boeing 777,7.18,1756.62,20173.0,5119.85,1732.51,0.91
760,2024-02-17,00:43:18,18:46:55,Lake Adrian,Velasquezfort,Southwest,Airbus A380,7.67,667.55,23894.03,3203.04,4500.21,2.03
761,2024-01-28,01:30:00,03:19:41,North Paul,North Samueltown,American Airlines,Airbus A320,4.8,2069.97,30257.88,2029.08,1352.08,0.73
762,2020-07-27,12:25:51,01:22:12,New Heather,East Jay,United Airlines,Airbus A320,2.39,2093.0,17787.36,3118.39,1241.31,0.0
763,2020-04-13,11:10:47,16:15:56,New Johnport,Garciahaven,American Airlines,Boeing 737,10.79,2717.48,48747.17,6534.87,4811.93,0.0
764,2021-07-18,05:00:27,18:21:05,New Robert,Christianberg,United Airlines,Airbus A380,8.34,1801.1,5243.93,4114.98,3558.17,0.0
765,2023-03-31,19:50:03,06:09:30,Port Julie,Sharpville,Southwest,Airbus A320,2.01,1710.7,21688.66,8732.11,2524.54,0.0
766,2020-03-13,05:51:26,13:27:43,Lake Wendy,West Nina,Southwest,Boeing 777,7.6,2584.35,6327.24,8707.01,1128.87,3.03
767,2020-08-18,20:26:12,21:11:22,South Tina,Scottbury,American Airlines,Airbus A320,6.97,2178.41,13346.39,3086.15,1998.28,2.77
768,2024-03-15,18:58:15,18:37:58,West Paulbury,Perryland,Southwest,Boeing 737,3.37,497.89,49331.32,8678.06,2409.99,0.0
769,2022-02-20,21:22:25,13:54:57,Derrickmouth,North Anthonyberg,JetBlue,Airbus A380,4.74,1175.75,34121.75,2674.07,1513.3,0.0
770,2021-02-03,06:09:16,12:00:08,Kelseyburgh,West Stevenmouth,Southwest,Airbus A320,8.63,949.3,40101.12,4950.72,3084.39,3.08
771,2021-12-09,20:50:53,04:27:43,South Derek,Martinezhaven,American Airlines,Boeing 737,8.35,1031.57,34002.81,5846.0,2557.96,0.58
772,2022-05-04,15:16:23,06:13:44,East Michaeltown,Fergusonbury,American Airlines,Airbus A320,7.48,851.62,43873.45,9048.54,2705.84,1.8
773,2024-05-30,01:18:32,12:39:55,Kaylafurt,Moodystad,Delta,Airbus A320,9.8,1794.86,49474.76,5990.82,3184.63,3.85
774,2023-07-27,13:57:53,13:44:08,East Tinastad,South Davidburgh,Delta,Boeing 777,9.51,2355.62,45659.54,9077.65,3339.76,0.0
775,2022-10-12,15:17:17,00:14:56,South Markville,Lake Lauraborough,Southwest,Airbus A380,2.18,1642.59,22690.79,4710.85,4417.12,0.0
776,2024-10-16,01:39:29,18:11:08,Rossburgh,Esparzachester,Southwest,Boeing 737,2.35,806.85,49386.51,8332.23,4190.0,1.22
777,2022-06-22,20:37:18,06:11:55,East Cindy,Johnport,Southwest,Boeing 777,10.54,1562.77,17204.48,947.28,4371.41,0.0
778,2020-07-13,20:10:49,15:03:38,Mitchellborough,Smithhaven,American Airlines,Airbus A320,9.25,422.72,24464.06,4801.15,3368.59,0.0
779,2022-05-08,06:19:42,05:48:32,Lake Latoyamouth,Hancockville,American Airlines,Airbus A380,3.48,2396.76,35449.97,6015.06,1394.51,2.89
780,2024-09-20,13:42:51,03:39:42,Rickystad,West Scottland,Delta,Boeing 777,4.36,428.63,37268.42,4634.68,2571.78,2.43
781,2025-03-01,16:51:04,13:03:24,Perezport,New Jameshaven,Delta,Boeing 737,2.15,1769.34,48281.98,9375.32,4174.8,3.56
782,2024-05-18,16:34:17,12:48:34,Nicholasfurt,South Allisonside,Southwest,Boeing 777,3.4,318.49,7211.51,8000.38,3078.0,0.0
783,2021-06-18,17:47:08,00:51:27,Christophershire,Robertfurt,American Airlines,Boeing 777,6.1,804.49,14837.46,3756.06,1549.33,1.82
784,2022-11-23,05:51:39,16:09:08,Joshuabury,North Lisaton,Delta,Airbus A380,8.72,1422.1,16237.28,8869.99,4449.38,0.0
785,2022-06-21,09:03:39,17:16:44,Port Donald,East Jesseburgh,Southwest,Airbus A380,3.32,310.31,30275.7,1765.76,4083.65,2.42
786,2025-01-08,08:57:12,23:48:57,Lake Jeanettechester,Port Lisafort,American Airlines,Boeing 737,4.99,1287.92,12734.87,5569.02,4476.04,0.0
787,2021-06-24,01:41:48,13:28:12,East Elizabeth,Davismouth,United Airlines,Boeing 777,5.57,490.14,33555.71,7473.5,3850.84,0.0
788,2022-04-20,01:07:11,08:53:23,Edwardstown,North Christina,United Airlines,Airbus A320,6.59,1438.78,10293.4,7548.81,1011.2,0.0
789,2023-08-13,01:50:36,18:35:47,Nicholastown,Robinshire,JetBlue,Boeing 737,10.21,2882.97,41729.17,3996.73,1975.87,3.74
790,2022-02-20,07:13:16,09:55:23,Port Elijah,Cortezside,JetBlue,Airbus A320,9.54,304.47,3710.14,5328.27,2955.97,2.16
791,2023-10-03,21:46:52,23:05:08,Diazstad,Erikhaven,Delta,Boeing 777,2.03,2542.55,8006.1,4182.32,2907.25,0.0
792,2023-05-08,18:48:50,06:09:16,Kaylaborough,Port Troyville,JetBlue,Airbus A320,11.01,306.57,10868.96,4317.58,4540.42,0.0
793,2020-06-17,09:26:42,03:59:14,Richardsonland,North Kenneth,Delta,Airbus A320,4.46,1517.02,30812.38,9689.55,1319.19,0.0
794,2024-02-17,23:06:03,18:45:32,Wendyborough,New Alanmouth,Delta,Airbus A320,3.88,341.59,3764.8,959.71,3358.04,0.0
795,2022-10-30,13:01:33,14:24:45,Michaelmouth,Powellchester,Delta,Boeing 737,8.04,2693.72,46816.36,6210.02,3976.34,2.75
796,2020-08-05,04:13:35,10:08:39,Rebeccaland,West Catherineville,American Airlines,Boeing 777,11.93,2764.17,25316.02,8087.86,2466.39,0.0
797,2021-03-07,23:40:19,23:36:43,Sherryshire,New Christopherside,Delta,Boeing 737,8.75,1840.1,36961.8,9836.06,2392.67,0.0
798,2021-10-24,02:58:26,21:02:33,Smithburgh,Castroton,Southwest,Airbus A320,3.43,2966.86,28787.95,5190.02,3437.67,1.97
799,2021-01-28,21:18:47,10:54:12,Lake Nancy,Saramouth,United Airlines,Boeing 777,1.9,2071.49,15685.39,8995.98,2828.41,1.19
800,2024-09-19,15:13:28,15:54:44,Petersonberg,New Michaelfort,Delta,Boeing 737,9.32,846.63,22703.83,4502.17,2101.04,3.42
801,2022-02-06,14:59:19,15:40:34,Bruceton,North Carol,American Airlines,Boeing 737,1.95,1400.13,29342.33,6550.48,1228.26,0.0
802,2022-09-06,18:02:21,07:21:39,Port Kellymouth,Monicamouth,Southwest,Airbus A320,7.79,1197.88,31531.67,1042.37,3418.04,0.0
803,2022-09-16,11:50:32,01:47:15,Wadeview,South Charles,American Airlines,Boeing 737,3.57,2138.66,6350.8,6403.07,4945.42,0.56
804,2024-09-26,21:38:24,05:09:44,New Jeffery,Edwardsmouth,JetBlue,Boeing 737,7.92,1697.78,34851.59,8147.56,2867.01,3.27
805,2021-08-30,12:43:25,00:40:48,West Crystal,Lake Lauramouth,Southwest,Airbus A380,5.09,1111.52,24778.38,3259.04,4417.55,0.0
806,2023-05-24,04:39:21,19:39:10,Lake Angelaport,Huertaborough,JetBlue,Boeing 737,10.35,996.44,44009.26,9824.56,4435.15,0.0
807,2024-10-04,12:29:06,09:21:33,South Debraton,New Codyshire,United Airlines,Boeing 737,4.5,446.34,24184.37,5016.44,4906.94,2.74
808,2022-10-28,18:01:29,01:16:54,North Vincent,East Amy,Delta,Boeing 777,7.46,861.48,11898.51,538.39,4082.96,1.47
809,2021-06-07,05:13:33,23:10:05,Pughport,Wrightfurt,Southwest,Boeing 777,1.8,1811.26,11709.13,3719.17,3685.6,0.0
810,2023-04-20,14:34:26,06:55:11,Rebeccafort,North Jessicahaven,Delta,Boeing 777,7.19,350.01,18058.74,5191.63,1445.24,0.61
811,2023-08-14,18:01:58,06:22:00,Lake Kyle,South Wendyberg,JetBlue,Airbus A380,8.08,1052.22,35637.98,3848.23,4800.05,0.0
812,2023-03-27,01:32:19,09:50:52,Sullivanburgh,Richardburgh,American Airlines,Boeing 737,5.74,1963.44,46684.55,9899.98,1156.59,0.0
813,2024-06-19,21:58:50,21:13:53,East Patrick,North Johnfurt,Delta,Boeing 777,5.12,663.67,41116.64,8690.16,4015.35,3.62
814,2025-01-21,18:48:30,10:19:44,Alexandraborough,Bradshawmouth,Southwest,Airbus A320,6.15,1817.09,20136.26,5379.43,3204.81,1.96
815,2023-12-10,10:47:51,04:22:20,Wilsonport,Lake Lindseyshire,JetBlue,Airbus A320,4.3,1806.78,48956.22,735.54,1735.94,0.51
816,2023-01-06,23:13:32,19:45:13,East Michelle,Port Meaganton,Delta,Airbus A380,9.19,1017.04,29248.21,2365.28,4771.0,0.0
817,2023-02-03,21:00:26,08:05:59,Joannaton,Melissaview,American Airlines,Boeing 737,3.16,2513.45,38379.99,998.76,2131.42,0.0
818,2024-07-19,09:46:30,06:22:11,Lake Jessebury,Christopherborough,Delta,Airbus A320,9.57,495.62,28198.44,8405.48,4451.12,0.8
819,2023-08-15,18:33:56,01:38:15,Garyfort,Timothytown,JetBlue,Airbus A320,9.69,2286.94,12101.58,4520.87,1741.36,0.0
820,2023-12-14,08:19:55,05:09:27,South Richardbury,Amberbury,Southwest,Boeing 737,7.31,1459.2,45814.17,3001.15,3060.8,0.0
821,2025-03-30,23:35:20,20:53:02,East Stevenberg,Anthonyberg,Delta,Airbus A380,8.71,1246.09,49392.67,4144.97,3094.15,2.44
822,2020-02-23,00:34:37,01:51:22,Reedborough,New Andrew,United Airlines,Boeing 777,3.16,2777.96,22868.84,1372.88,3399.38,0.0
823,2024-07-07,08:33:18,10:33:20,Timothyfurt,New Cynthia,Delta,Airbus A380,9.38,553.02,5694.56,7174.44,3594.53,0.0
824,2020-12-24,18:57:55,15:53:59,Lake Jonathanport,Donnabury,Southwest,Airbus A380,7.26,1532.97,28981.72,5164.73,4131.12,2.91
825,2023-11-18,19:23:52,08:07:36,Lake Sandraport,New Garyburgh,JetBlue,Boeing 777,3.1,525.23,13636.95,9417.18,4205.67,1.8
826,2021-01-06,04:23:49,01:37:09,Davidberg,Gillespieburgh,Southwest,Boeing 737,6.44,1236.76,41745.67,7725.76,4956.71,0.0
827,2023-05-19,06:56:05,12:02:42,North Lisachester,Lisaburgh,Delta,Airbus A380,5.79,2807.3,14045.14,1933.78,3389.52,0.0
828,2024-03-25,14:45:08,13:44:09,Amandafurt,Clayton,Delta,Boeing 777,10.78,1452.71,26820.53,1138.2,4203.51,1.48
829,2024-04-27,18:27:16,17:47:52,East Kent,East Aaron,United Airlines,Airbus A380,2.58,2582.23,30904.0,2882.57,2603.66,0.0
830,2023-08-16,09:49:31,12:24:01,New Alisonstad,Lake Michael,American Airlines,Airbus A380,10.38,2391.14,46129.53,8429.86,2400.24,0.0
831,2024-01-16,13:56:10,14:48:21,Port Ryan,West Jennifermouth,American Airlines,Airbus A320,5.29,1913.32,25086.25,6526.6,1094.46,0.0
832,2021-04-22,15:06:47,00:30:56,Lake Cassandra,South Brittanyberg,Southwest,Airbus A380,8.67,831.96,23879.1,1242.42,2130.34,0.0
833,2021-11-13,08:44:03,11:24:23,Aguilarbury,Port Meganmouth,American Airlines,Boeing 777,8.82,1890.7,43470.86,3912.76,4689.79,0.0
834,2021-07-05,22:46:04,00:20:47,Justinport,Jessicafort,American Airlines,Airbus A320,10.42,1243.7,7163.31,2669.37,2654.18,0.0
835,2021-04-13,13:46:43,10:50:37,Brownfort,Dennisview,Southwest,Airbus A320,5.54,1220.73,3719.14,6269.86,4396.89,0.82
836,2021-07-01,14:27:18,13:55:01,East Melissamouth,Lake Brittanyview,United Airlines,Airbus A380,11.45,1767.94,18983.6,1259.89,1901.79,3.45
837,2022-03-30,18:29:20,12:29:38,North Sarah,Smithmouth,Delta,Boeing 737,11.81,2071.7,42200.98,9203.41,2659.52,0.0
838,2024-12-30,06:45:21,10:41:52,Georgestad,Wheelerville,American Airlines,Boeing 737,7.64,726.71,45230.18,6240.22,4183.33,1.28
839,2020-12-14,15:41:49,23:54:41,South Sandramouth,East Latasha,United Airlines,Airbus A380,6.28,1386.4,21273.49,2999.92,4145.7,0.0
840,2021-03-20,13:40:52,11:11:03,Lake Shannonberg,Leemouth,JetBlue,Boeing 737,10.92,1209.74,31254.04,8613.49,2647.45,3.46
841,2022-06-06,03:04:42,03:22:32,North Gregory,East Jeanetteland,American Airlines,Airbus A320,9.1,2273.2,29394.73,5990.02,3229.59,2.3
842,2023-03-31,01:59:35,13:20:17,North Jeremyberg,Robertmouth,Southwest,Boeing 777,2.0,2972.83,31108.03,7304.99,3138.35,3.32
843,2020-10-22,13:04:22,18:01:26,New Luischester,East Karen,American Airlines,Boeing 777,10.67,2189.1,7978.22,2610.83,3185.0,0.0
844,2025-01-02,17:43:38,19:04:13,Shannonport,Christophermouth,JetBlue,Boeing 777,5.83,556.84,4648.76,3867.79,1054.1,2.13
845,2023-06-26,15:55:23,15:59:29,Robertburgh,Jesusbury,American Airlines,Boeing 737,9.8,1030.85,11089.05,1740.42,3067.38,0.0
846,2024-03-06,22:17:03,11:54:58,Jonesstad,Kevinborough,Southwest,Boeing 777,3.47,731.7,46891.73,7910.74,4677.63,0.0
847,2021-02-25,19:12:36,05:56:08,New Crystal,Wilsonbury,United Airlines,Airbus A380,2.95,1549.46,27607.79,9133.24,3355.93,0.0
848,2024-08-02,20:26:13,17:53:07,Lake Jennifer,Heatherbury,Delta,Boeing 737,9.49,1490.78,13308.07,4917.52,3963.6,2.78
849,2021-04-30,14:51:42,08:12:08,South Vickieshire,West Jeffreyville,American Airlines,Airbus A380,7.7,1456.45,15624.13,7827.7,3958.63,0.0
850,2023-02-12,22:10:26,03:16:30,Aaronstad,South Carolynbury,United Airlines,Boeing 777,1.56,459.56,17547.91,5472.05,4783.77,0.0
851,2022-11-28,15:31:50,10:49:16,Port Markhaven,Perezburgh,United Airlines,Boeing 777,8.98,2225.2,44212.89,1377.82,2505.3,0.0
852,2021-08-04,16:42:10,20:37:22,North Robin,Vanessaville,Delta,Boeing 737,10.04,356.91,35158.87,4777.81,4973.08,0.0
853,2021-12-05,19:33:53,05:25:57,West Troybury,North Christopher,Delta,Boeing 737,11.81,2108.34,9988.41,4804.82,4399.13,0.75
854,2020-08-21,16:25:21,06:36:21,Lake Toni,North Miguel,JetBlue,Boeing 777,10.07,1224.64,31243.32,2890.67,1737.85,0.0
855,2020-08-12,03:40:31,21:32:46,Port Ericton,Tinamouth,Delta,Boeing 777,4.21,2117.57,7977.63,1587.86,3512.51,0.0
856,2020-05-07,22:59:37,10:50:56,Chandlerview,Reynoldsfurt,American Airlines,Boeing 777,10.61,2404.46,37930.03,4177.62,3484.88,3.15
857,2024-04-25,19:56:43,20:51:09,Port George,Port Danieltown,United Airlines,Airbus A380,6.26,1803.01,40013.88,3286.94,2108.64,0.0
858,2020-06-25,01:26:43,18:29:27,New Vincent,Byrdbury,Delta,Boeing 777,6.56,2278.49,43361.7,1552.09,3494.7,0.0
859,2024-10-06,03:09:24,20:06:14,Evanston,Conwayhaven,United Airlines,Airbus A320,7.03,2481.46,30177.56,3465.29,4364.58,0.0
860,2020-09-17,12:41:11,20:58:28,North Danielle,New Jonathan,JetBlue,Boeing 777,9.95,715.39,22146.94,1406.13,3436.07,0.0
861,2021-03-01,00:22:53,04:17:57,Lake Madison,Lake William,Delta,Boeing 777,11.84,1436.16,47729.9,6346.01,4019.81,2.55
862,2024-08-29,22:26:27,17:32:23,North Leroyborough,East John,Southwest,Airbus A380,9.75,2590.67,30851.17,3769.3,3414.05,0.0
863,2021-12-31,07:44:36,22:01:40,Ericshire,West Edwardton,Delta,Airbus A320,8.64,725.26,5863.9,5578.04,4555.49,3.95
864,2024-06-30,12:45:34,02:23:58,Brownmouth,Lake Tiffanyfort,Delta,Boeing 737,11.43,1487.74,22156.49,2342.37,2958.6,3.76
865,2023-05-04,13:39:30,06:27:57,Kimmouth,Murphyfort,JetBlue,Boeing 777,8.11,402.76,13746.28,3037.61,4025.79,0.63
866,2020-07-09,07:15:59,01:22:49,South Kathleen,Jenniferchester,JetBlue,Boeing 777,5.45,2175.29,30647.87,9146.85,3049.61,1.56
867,2024-02-17,07:10:22,23:28:10,Port Anne,South Michaelfurt,American Airlines,Airbus A380,4.98,447.54,4479.71,5783.87,4021.09,1.41
868,2023-08-25,14:42:17,01:42:19,Thomasburgh,Bonillaland,JetBlue,Airbus A380,4.55,2229.99,31717.09,9376.1,2352.55,0.0
869,2021-02-18,17:21:48,04:34:01,Kimport,Lake Alex,American Airlines,Boeing 777,3.24,1281.1,29595.46,5000.38,4138.58,0.0
870,2021-12-21,21:26:06,12:50:34,North Leonardfurt,Hollyside,JetBlue,Boeing 737,10.98,2266.39,11778.74,837.82,2288.06,0.93
871,2021-10-08,18:26:35,08:11:04,North Scottview,North Rebecca,United Airlines,Boeing 737,4.98,2549.44,5532.42,4028.9,2862.47,0.65
872,2024-10-20,16:26:14,09:17:16,New Jessicaview,Denisechester,Delta,Boeing 777,7.24,1422.34,22117.43,2391.2,4928.83,0.0
873,2023-10-07,07:39:40,01:59:12,Johnport,Jasontown,JetBlue,Boeing 737,4.76,1664.32,13766.9,6785.72,2243.6,2.98
874,2024-05-06,18:57:19,06:17:47,Port Hayley,Keithville,United Airlines,Airbus A380,6.1,1893.51,47828.1,1436.79,2395.79,0.0
875,2024-03-21,12:13:51,01:02:13,Port Colleen,Nobleside,Southwest,Boeing 737,9.32,1834.09,38382.27,7863.38,3197.5,1.27
876,2020-01-14,04:42:42,12:32:37,Jennatown,Vickifort,American Airlines,Airbus A380,8.98,2388.74,28430.64,3135.18,3726.01,0.0
877,2020-11-04,03:18:35,05:27:32,Robinsonfurt,West Brad,United Airlines,Airbus A320,11.32,896.93,28484.01,6544.58,2894.49,0.0
878,2021-11-30,15:40:10,22:05:53,Tuckerburgh,West Christyside,United Airlines,Airbus A380,3.67,1722.29,15373.96,4730.62,4749.09,0.0
879,2025-04-07,15:14:29,02:20:21,Paulshire,North Rachelside,American Airlines,Boeing 777,5.63,440.35,26204.91,3993.97,2642.05,0.0
880,2024-07-11,08:06:42,11:35:14,East Paulton,North Corey,JetBlue,Boeing 737,8.16,944.51,40010.58,1454.76,4925.11,0.0
881,2024-01-26,05:43:09,09:46:39,Guzmanside,South Russell,Delta,Airbus A320,3.15,1367.57,37711.62,9103.98,4848.04,0.0
882,2023-09-28,20:50:06,05:47:33,New Kentfort,Lisaview,Southwest,Boeing 737,3.84,2188.5,14311.91,1626.57,2513.73,0.0
883,2021-07-11,03:29:38,20:52:00,New Glenn,New Kellyborough,Southwest,Boeing 777,4.66,2534.93,29773.1,9525.14,4518.12,0.62
884,2024-03-10,06:06:40,15:16:29,Rodriguezmouth,Michaelland,Delta,Airbus A320,6.38,1471.03,13721.01,1854.8,4156.88,0.0
885,2024-05-03,07:32:08,14:39:06,North Carlos,East Jenniferfurt,JetBlue,Airbus A320,9.29,2410.18,37632.66,6131.35,2559.53,0.0
886,2023-01-12,01:33:23,11:27:54,Owensburgh,Jennifermouth,Southwest,Airbus A380,10.6,2067.53,6732.46,7727.61,1396.58,2.52
887,2021-12-04,11:55:31,17:20:45,Jamesport,Millstown,Southwest,Airbus A320,2.72,1698.82,38552.46,8681.94,1790.37,0.0
888,2025-02-04,17:37:25,22:38:49,Hectorstad,Brianmouth,American Airlines,Boeing 737,4.28,359.44,9245.05,1192.64,3826.87,0.0
889,2024-12-17,19:23:48,17:25:47,Joshuamouth,South Jacquelinemouth,American Airlines,Airbus A320,11.24,362.99,24209.51,5855.29,1919.4,0.0
890,2021-12-25,09:27:36,11:29:16,Port Meagan,Anthonyland,United Airlines,Boeing 777,8.45,914.45,24391.32,2307.04,2941.15,3.69
891,2021-01-23,04:08:57,20:15:09,Colechester,Lake Brianton,American Airlines,Boeing 777,5.09,906.6,14999.6,8459.27,3157.86,3.99
892,2021-08-17,07:47:05,07:57:23,Andersonland,West Jane,Southwest,Airbus A320,4.81,697.28,24471.68,9952.73,4488.11,3.96
893,2021-06-09,04:04:40,01:25:46,Stevenstad,New Sara,Southwest,Airbus A380,10.57,451.34,28150.99,4631.94,1756.89,3.3
894,2022-12-10,11:02:28,01:23:12,North Joseph,New Vanessa,American Airlines,Boeing 777,9.55,560.0,15172.69,523.09,1851.64,2.69
895,2024-12-13,02:19:50,09:52:57,Lake Danaview,Murphyview,United Airlines,Boeing 777,4.85,302.6,48546.0,9880.36,3092.51,0.77
896,2022-09-23,05:20:30,10:08:14,South Richardborough,Lisashire,Delta,Boeing 777,7.32,869.43,32234.28,1627.56,2067.31,0.0
897,2024-11-20,17:20:56,22:06:49,Piercechester,Michaelmouth,Southwest,Airbus A320,3.8,1217.34,43516.57,1898.13,2668.76,0.0
898,2022-09-02,03:07:12,12:23:17,Keithview,Lindseyhaven,Southwest,Airbus A320,8.9,969.64,47058.42,4283.68,1695.5,0.0
899,2023-10-13,14:09:31,20:19:26,Huntshire,South Jaredview,JetBlue,Airbus A320,9.76,1550.14,44561.62,9717.39,2542.16,0.0
900,2023-02-26,04:18:04,14:55:13,Port Brian,Port Brenda,United Airlines,Boeing 777,2.52,439.13,22690.88,9016.13,3375.63,0.0
901,2021-06-23,16:27:01,04:46:14,Burkeberg,South Leeside,United Airlines,Airbus A380,11.75,1427.27,30883.23,6948.38,2018.63,0.0
902,2025-02-17,17:24:29,13:22:54,Richardview,Johnsonside,Southwest,Airbus A320,11.22,2912.79,41209.96,2156.34,1503.5,3.73
903,2021-09-22,09:45:41,07:25:05,Dylanton,Nancyside,Delta,Boeing 737,7.59,2107.11,31131.0,9762.17,4674.55,0.0
904,2024-04-01,02:47:08,13:43:27,Debrastad,Johnsonstad,United Airlines,Boeing 737,7.54,2983.06,43465.94,7402.3,1829.76,3.46
905,2021-11-06,11:59:33,18:51:00,Hurleyport,South Rhondastad,JetBlue,Boeing 737,6.01,2373.9,7979.37,2789.73,4115.18,1.25
906,2023-04-19,20:55:28,22:17:19,South Tammyland,Aprilfort,Southwest,Boeing 777,11.6,2057.95,10818.47,5502.78,3406.72,0.0
907,2020-04-08,14:34:34,11:49:39,East Brianhaven,Reeseville,United Airlines,Airbus A320,7.06,1791.12,30476.77,9046.72,3922.62,3.85
908,2023-12-04,22:43:13,02:45:58,Frankberg,Murphybury,JetBlue,Airbus A320,3.67,1898.75,35843.45,7960.68,1183.6,2.13
909,2021-10-27,15:18:15,09:52:31,Sherrychester,Rosaleschester,Southwest,Airbus A380,1.81,2886.21,23286.98,1356.76,2179.28,0.0
910,2020-06-03,00:49:10,02:09:10,Davisfort,West Bryan,Delta,Airbus A380,6.74,993.76,47448.09,4689.49,2717.64,0.0
911,2023-04-06,08:06:39,12:08:59,East Sarahmouth,Port Andreamouth,JetBlue,Boeing 777,11.04,1324.72,48500.38,9803.87,3627.91,1.05
912,2021-08-22,04:07:14,19:00:13,Davidberg,Port Gregoryland,United Airlines,Boeing 777,1.67,1193.65,48858.41,1941.29,1356.0,0.0
913,2022-12-24,01:18:46,21:33:40,New Melanieberg,Tanyaport,United Airlines,Airbus A320,6.6,1362.76,48723.49,1634.91,2850.47,0.0
914,2021-11-14,11:11:51,05:34:20,Hubbardborough,Joseview,American Airlines,Airbus A380,2.28,377.8,26514.22,799.36,2773.78,1.25
915,2023-05-10,02:19:52,01:58:54,Kaylastad,Arthurhaven,Delta,Airbus A320,3.16,1554.39,25038.04,1022.34,3565.55,0.0
916,2024-03-01,18:48:29,07:48:38,West John,West Derek,American Airlines,Airbus A380,5.67,1997.41,15675.13,4151.2,4061.64,0.0
917,2022-08-04,00:53:30,07:04:26,New Curtis,Lake Emily,Southwest,Boeing 737,6.67,1843.19,43924.28,6727.5,3502.45,3.04
918,2020-12-08,02:50:15,02:19:44,Wongburgh,Samanthaside,Southwest,Boeing 777,3.16,1171.84,26402.86,3109.47,1316.33,0.0
919,2022-06-12,13:03:40,00:26:34,Davisfort,East Robert,Delta,Airbus A320,3.96,2919.3,30442.28,2794.93,3482.55,1.47
920,2021-01-01,05:58:42,09:38:32,North Tamarastad,Port Matthewbury,United Airlines,Boeing 737,6.53,697.01,40471.36,5193.95,4650.8,1.66
921,2021-10-24,13:25:44,01:41:04,Collinston,Rebekahton,Delta,Airbus A380,4.63,2558.33,25274.73,7131.84,2366.75,0.51
922,2021-06-02,02:17:23,07:04:53,Kyleport,Laurenfurt,Southwest,Boeing 777,9.5,1764.76,36725.69,8357.34,3554.18,0.0
923,2023-12-07,10:40:09,23:41:21,Boydchester,New Michael,Southwest,Airbus A320,11.1,974.09,17788.11,7521.73,4298.49,2.13
924,2020-03-23,20:36:06,19:19:48,North Joel,Rogersview,Southwest,Airbus A320,5.48,2105.11,19711.85,5171.13,2864.21,1.99
